timestamp,gyroX,gyroY,gyroZ
2025-06-07 12:20:54,0.3013676442117201,0.4049543918302649,0.0244952698616215
2025-06-07 12:20:54,1.0,0.6479487094159219,0.0689180640686639
2025-06-07 12:20:55,1.0,0.6479487094159219,0.0689180640686639
2025-06-07 12:20:55,1.0,0.6479487094159219,0.0689180640686639
2025-06-07 12:20:56,1.0,0.6479487094159219,0.0689180640686639
2025-06-07 12:20:56,1.0,0.6479487094159219,0.0689180640686639
2025-06-07 12:20:56,0.2349431927141693,0.5094872666764018,0.3945894712303145
2025-06-07 12:20:59,0.3853592444072485,0.2275663792857204,0.1894167519960909
2025-06-07 12:21:00,0.3853592444072485,0.2275663792857204,0.1894167519960909
2025-06-07 12:21:00,0.0269627748891825,0.3397328095347136,1.0
2025-06-07 12:21:03,0.3515999754901923,0.400225252763598,0.0800340146950583
2025-06-07 12:21:03,0.4273373593188229,0.5666535220514197,0.4078293622505199
2025-06-07 12:21:03,0.5727896516046972,0.7435481165978592,0.3841004168758893
2025-06-07 12:21:04,0.5727896516046972,0.7435481165978592,0.3841004168758893
2025-06-07 12:21:04,0.2114129063696314,0.5391555085914971,0.6136283023259135
2025-06-07 12:21:05,0.4964798094347173,0.4463141138192957,0.1269640080295213
2025-06-07 12:21:05,0.4964798094347173,0.4463141138192957,0.1269640080295213
2025-06-07 12:21:06,0.4964798094347173,0.4463141138192957,0.1269640080295213
2025-06-07 12:21:06,0.3026022264501471,0.8042949991039476,0.7062630575247043
2025-06-07 12:21:07,0.3026022264501471,0.8042949991039476,0.7062630575247043
2025-06-07 12:21:07,0.6413966220167446,0.5302997207955512,0.4262614828060405
2025-06-07 12:21:10,0.2740620987454921,0.6803329185693442,0.6896727402690684
2025-06-07 12:21:10,0.2304019409811777,0.2294966863031443,0.4275505907317771
2025-06-07 12:21:10,0.7242777132349447,0.7569799462443999,0.535578220868959
2025-06-07 12:21:12,0.7242777132349447,0.7569799462443999,0.535578220868959
2025-06-07 12:21:12,0.4502569327687113,0.5399726555551145,0.3413318491867234
2025-06-07 12:21:16,0.2538473598246051,0.7704434511770244,0.0
2025-06-07 12:21:16,0.5521276698156066,0.0,0.6232437351863551
2025-06-07 12:21:16,0.6796883373197425,1.0,0.269031806615285
2025-06-07 12:21:16,0.4901214740601734,0.4104948330160933,0.5414181885409112
2025-06-07 12:21:18,0.0,0.3250543311287271,0.6053838010080514
2025-06-07 12:21:18,0.2587799280566855,0.3870025177138852,0.7052661216647709
2025-06-07 12:21:19,0.7863820513639388,0.2685314800022889,0.7456364275654501
